constituent_id,first_gift_date,last_gift_date,lifetime_gifts,lifetime_giving,average_gift,largest_gift,donor_level,retention_status,has_open_pledge,household_id,giving_2021,giving_2022,giving_2023,giving_2024,giving_2025
981,2022-08-27,2025-04-22,9,26852.06,2983.562222,5785.52,Principal,Retained,0,,0,3382.28,15023.44,6950.54,1495.8
982,2022-04-19,2025-05-11,20,17177.64,858.882,1587.24,Major,Retained,0,,0,1370.14,3695.64,10063.72,2048.14
983,2024-01-26,2025-05-13,6,1253.1,208.85,410.76,Mid-level,Retained,0,98,0,0,0,693.02,560.08
985,2023-06-03,2025-03-30,10,48941.1,4894.11,8902.12,Principal,Retained,0,,0,0,8015.6,36256.64,4668.86
987,2024-01-10,2025-02-10,4,362.24,90.56,202.44,General,Retained,0,101,0,0,0,324.76,37.48
988,2021-10-11,2025-02-05,26,5455.7,209.8346154,575.42,Major,Retained,0,,290.92,712.6,823,2525.16,1104.02
989,2024-12-14,2024-12-14,1,116.46,116.46,116.46,General,Lapsed,0,102,0,0,0,116.46,0
990,2022-07-07,2025-02-09,38,6529.742,171.8353158,546.8,Major,Retained,1,,0,1100.82,719.86,3617.222,1091.84
991,2022-11-26,2025-03-15,10,906.38,90.638,167.42,General,Retained,0,,0,63.4,492.2,289.54,61.24
992,2024-11-26,2024-11-26,1,29.6,29.6,29.6,General,Lapsed,0,,0,0,0,29.6,0
993,2022-11-26,2025-03-11,24,3670.086,152.92025,496.7,Mid-level,Retained,0,,0,376.606,793.92,1662.52,837.04
994,2024-11-27,2025-05-12,2,453.88,226.94,389.58,General,Retained,0,,0,0,0,64.3,389.58
995,2022-10-07,2024-10-10,7,893.3,127.6142857,356.42,General,Lapsed,0,,0,224.7,146.32,522.28,0
996,2024-11-27,2025-05-13,10,1546.44,154.644,532.54,Mid-level,Retained,0,,0,0,0,918.64,627.8
997,2021-07-07,2025-05-20,10,7289.56,728.956,1785.22,Major,Retained,0,103,1484.74,576.32,881.92,2058.34,2288.24
998,2022-11-15,2025-04-02,13,9172.96,705.6123077,1613.68,Major,Retained,0,104,0,795.32,1085,6439.54,853.1
999,2021-08-21,2025-02-04,28,2968.84,106.03,356.1,Mid-level,Retained,1,,519.66,206.74,355.7,1831.88,54.86
1000,2022-10-06,2024-12-17,10,12437.58,1243.758,2964.82,Major,Lapsed,0,105,0,393.04,1735.6,10308.94,0
1001,2023-01-11,2025-01-01,11,1407.4,127.9454545,236.04,Mid-level,Retained,0,106,0,0,521.2,837.7,48.5
1002,2022-10-07,2024-12-26,21,3196.32,152.2057143,430.02,Mid-level,Lapsed,0,,0,522.56,536.7,2137.06,0
1003,2021-04-13,2024-11-28,12,5884.02,490.335,1110.7,Major,Lapsed,0,,999.96,1353.24,2582.34,948.48,0
1004,2021-07-13,2025-03-09,9,912.48,101.3866667,194.04,General,Retained,0,,346.86,129.34,56.92,237.16,142.2
1005,2021-04-15,2024-11-29,12,2003.72,166.9766667,232.86,Mid-level,Lapsed,0,,968.04,435.44,0,600.24,0
1006,2023-01-31,2024-12-11,5,14243.36,2848.672,5208.06,Major,Lapsed,0,,0,0,2123.76,12119.6,0
1007,2023-05-09,2025-03-20,31,4747.8,153.1548387,492.22,Mid-level,Retained,0,,0,0,1094.22,3006.08,647.5
1008,2022-04-19,2025-05-18,49,7887.512,160.9696327,577.54,Major,Retained,0,107,0,1067,715.246,4534.962,1570.304
1009,2024-04-13,2024-11-20,7,828.12,118.3028571,341.22,General,Lapsed,1,108,0,0,0,828.12,0
1010,2024-12-09,2025-05-06,3,671,223.6666667,401.34,General,Retained,0,109,0,0,0,89.18,581.82
1011,2022-08-24,2024-10-10,12,2803.36,233.6133333,453.18,Mid-level,Lapsed,0,110,0,396.22,684.68,1722.46,0
1012,2022-01-20,2025-02-03,13,1498.32,115.2553846,209.08,Mid-level,Retained,0,,0,448,75.74,890.08,84.5
1013,2023-07-27,2025-05-17,19,17272.26,909.0663158,2869.32,Major,Retained,0,111,0,0,4264.68,8570.72,4436.86
1014,2024-10-02,2025-03-28,9,1187.12,131.9022222,287,Mid-level,Retained,1,,0,0,0,576.66,610.46
1015,2022-08-20,2025-03-21,13,1404.68,108.0523077,192.12,Mid-level,Retained,0,112,0,256.92,404.68,364,379.08
1017,2024-01-10,2024-11-09,10,1302.52,130.252,363.96,Mid-level,Lapsed,0,,0,0,0,1302.52,0
1018,2023-01-06,2024-12-24,18,83667.36,4648.186667,11660.32,Principal,Lapsed,0,,0,0,16154.84,67512.52,0
1019,2024-08-11,2025-04-22,12,1630.432,135.8693333,478.9,Mid-level,Retained,0,,0,0,0,1490.66,139.772
1020,2023-03-04,2025-03-23,7,466.74,66.67714286,149.12,General,Retained,0,114,0,0,317.84,124.88,24.02
1021,2024-01-08,2024-10-08,3,200.7,66.9,74.36,General,Lapsed,0,,0,0,0,200.7,0
1022,2021-04-02,2025-02-10,17,68062.18,4003.657647,7721.48,Principal,Retained,0,115,25746.28,0,10450.38,29764.9,2100.62
1023,2022-03-05,2025-02-04,18,3020.42,167.8011111,451.3,Mid-level,Retained,0,,0,918.08,0,1975.96,126.38
1024,2022-07-10,2025-04-22,26,22142.48,851.6338462,1837.96,Major,Retained,0,,0,2300.42,5645.86,12161.48,2034.72
1025,2022-08-26,2025-02-20,26,3079.72,118.4507692,319.26,Mid-level,Retained,0,116,0,496.34,54.5,2372.36,156.52
1026,2023-01-13,2025-03-15,7,1030.72,147.2457143,344.64,Mid-level,Retained,0,,0,0,245.6,552.68,232.44
1027,2022-07-06,2025-03-13,11,47331.86,4302.896364,8881.04,Principal,Retained,0,117,0,6869.84,4745.56,30718.52,4997.94
1028,2024-10-28,2024-12-11,2,177.28,88.64,128.6,General,Lapsed,0,,0,0,0,177.28,0
1029,2021-04-28,2025-03-15,12,1315.3,109.6083333,225.38,Mid-level,Retained,0,,7.44,75.38,326.16,823.58,82.74
1030,2021-11-22,2025-04-18,29,4014.556,138.4329655,597.02,Mid-level,Retained,0,,279.1,278.68,670.5,2637.116,149.16
1031,2021-07-06,2025-03-15,25,15094.56,603.7824,1118.7,Major,Retained,0,118,4445.66,4123.28,0,6030.12,495.5
1032,2023-08-06,2025-03-14,8,1304.78,163.0975,337.74,Mid-level,Retained,0,119,0,0,91.68,1084.12,128.98
1033,2022-04-19,2025-04-21,9,1437.86,159.7622222,206.58,Mid-level,Retained,0,120,0,353.92,194.12,712.5,177.32
1034,2024-06-27,2025-03-19,10,7166.9,716.69,948.96,Major,Retained,0,,0,0,0,6132.76,1034.14
1035,2025-03-21,2025-03-21,1,97.34,97.34,97.34,General,Reactivated,0,121,0,0,0,0,97.34
1036,2024-07-23,2025-02-03,4,306.28,76.57,153.28,General,Retained,0,,0,0,0,153,153.28
1037,2023-03-07,2025-04-22,35,3697.136,105.6324571,388.4,Mid-level,Retained,1,122,0,0,421.8,2912.112,363.224
1038,2023-11-03,2024-12-22,13,1526.332,117.4101538,211,Mid-level,Lapsed,0,123,0,0,376,1150.332,0
1039,2023-01-04,2025-03-15,6,915.24,152.54,235.92,General,Retained,0,124,0,0,654.5,235.92,24.82
1040,2021-04-09,2025-04-30,34,25775.1,758.0911765,1618.8,Principal,Retained,0,,9555,5449.94,1226.56,7872.98,1670.62
1041,2024-10-10,2025-02-14,3,242,80.66666667,125.44,General,Retained,0,,0,0,0,116.56,125.44
1042,2024-10-10,2025-03-25,4,1790.88,447.72,621.7,Mid-level,Retained,1,,0,0,0,1376.8,414.08
1043,2021-10-15,2025-03-30,32,4672.522,146.0163125,513.82,Mid-level,Retained,0,125,203.42,782.16,347.48,2800.682,538.78
1045,2022-08-22,2025-01-29,13,45025.6,3463.507692,9654,Principal,Retained,0,126,0,10196.18,8635.78,16539.64,9654
1046,2024-01-18,2025-01-05,5,827.9,165.58,417.28,General,Retained,0,,0,0,0,717.2,110.7
1047,2023-11-29,2025-05-20,11,1434.19,130.3809091,238.46,Mid-level,Retained,0,,0,0,166.92,712.46,554.81
1048,2024-07-02,2024-11-01,4,230.02,57.505,121.44,General,Lapsed,0,,0,0,0,230.02,0
1049,2024-07-16,2024-11-25,3,14954.78,4984.926667,5845.28,Major,Lapsed,0,,0,0,0,14954.78,0
1050,2025-04-22,2025-04-22,1,88.12,88.12,88.12,General,Reactivated,0,,0,0,0,0,88.12
1051,2021-06-07,2024-12-19,11,472654.72,42968.61091,98464,Principal,Lapsed,0,,66750.22,92857.6,124641.08,188405.82,0
1052,2023-11-29,2024-10-07,5,1119,223.8,381.54,Mid-level,Lapsed,0,127,0,0,381.54,737.46,0
1053,2021-04-16,2024-12-25,13,1339.04,103.0030769,437.02,Mid-level,Lapsed,0,128,622.86,114.54,33.24,568.4,0
1054,2021-07-13,2024-12-22,13,1533.84,117.9876923,257.64,Mid-level,Lapsed,0,,174.56,173.6,431.34,754.34,0
1055,2021-06-07,2024-08-15,7,1551.28,221.6114286,456.92,Mid-level,Lapsed,0,,327.34,0,201.22,1022.72,0
1057,2022-11-23,2025-05-23,13,2251.7,173.2076923,336.72,Mid-level,Retained,0,130,0,148.28,226.3,1111.86,765.26
1058,2023-04-29,2025-04-22,12,1644.52,137.0433333,491.94,Mid-level,Retained,0,131,0,0,369.12,1081.06,194.34
1059,2023-10-20,2024-12-17,14,2449.88,174.9914286,424.78,Mid-level,Lapsed,0,132,0,0,817.82,1632.06,0
1060,2022-04-19,2025-03-09,12,1775.18,147.9316667,265.28,Mid-level,Retained,0,133,0,540.64,198.76,934.2,101.58
1061,2024-12-26,2025-03-15,2,1045.82,522.91,739.2,Mid-level,Retained,0,,0,0,0,739.2,306.62
1062,2024-04-15,2025-02-28,8,1394.46,174.3075,345.82,Mid-level,Retained,0,,0,0,0,1045.58,348.88
1063,2022-11-16,2025-02-10,10,686.38,68.638,189.82,General,Retained,0,,0,50.72,271.98,177.72,185.96
1064,2025-04-22,2025-04-22,1,726.44,726.44,726.44,General,Reactivated,0,,0,0,0,0,726.44
1066,2021-04-17,2024-12-23,14,7101.88,507.2771429,781.62,Major,Lapsed,0,,2895.6,1079.36,1126.36,2000.56,0
1067,2023-11-28,2025-05-06,10,1268.84,126.884,414.16,Mid-level,Retained,1,,0,0,157.58,896.34,214.92
1068,2024-11-27,2025-04-22,3,72539.84,24179.94667,39417,Principal,Retained,1,134,0,0,0,18878.52,53661.32
1069,2023-03-05,2025-01-29,19,19591.58,1031.135789,2336.08,Major,Retained,1,,0,0,1508.7,16010.6,2072.28
1070,2023-01-02,2025-05-16,28,3484.268,124.4381429,275.12,Mid-level,Retained,0,135,0,0,751.64,2208.388,524.24
1071,2024-04-25,2024-10-08,5,5432.74,1086.548,1497.76,Major,Lapsed,0,136,0,0,0,5432.74,0
1072,2021-11-22,2025-03-26,19,2207.46,116.1821053,206.48,Mid-level,Retained,0,137,169.58,446.64,126.02,1186.46,278.76
1073,2021-10-02,2025-02-10,15,1999.24,133.2826667,224.4,Mid-level,Retained,0,138,352.82,208.84,616.12,567.62,253.84
1074,2022-01-22,2025-02-03,11,1440.18,130.9254545,434.52,Mid-level,Retained,0,139,0,191.08,419.74,394.84,434.52
1075,2021-11-22,2024-03-04,5,929.56,185.912,322.82,General,Lapsed,0,,55.46,183.08,145.9,545.12,0
1076,2023-05-08,2025-03-16,5,743.26,148.652,391.52,General,Retained,0,140,0,0,115.96,499.82,127.48
1077,2024-07-22,2025-05-16,5,651.62,130.324,188.5,General,Retained,0,,0,0,0,554.96,96.66
1079,2021-05-31,2025-05-21,16,2303.46,143.96625,414.76,Mid-level,Retained,0,,413.02,469.72,262.02,391.04,767.66
1080,2024-04-15,2025-05-23,18,1955.738,108.6521111,327.52,Mid-level,Retained,0,,0,0,0,903.338,1052.4
1081,2024-12-14,2025-05-09,3,828.6,276.2,500.64,General,Retained,0,,0,0,0,115.7,712.9
1082,2021-05-20,2025-04-24,9,6580.38,731.1533333,1307.86,Major,Retained,0,,970.38,2052.66,335.84,2572.14,649.36
1083,2021-07-13,2025-04-18,12,1097.12,91.42666667,287.08,Mid-level,Retained,0,141,287.08,0,308.16,449.94,51.94
1084,2021-10-13,2025-02-08,11,5213.14,473.9218182,1154.96,Major,Retained,0,,1457.88,1154.96,0,1751.7,848.6
1085,2023-08-03,2024-07-29,5,850.1,170.02,229.84,General,Lapsed,1,,0,0,347.54,502.56,0
1087,2024-04-15,2024-12-25,6,753.54,125.59,218.38,General,Lapsed,0,,0,0,0,753.54,0
1088,2022-11-15,2025-02-02,21,19571.63,931.982381,1958.06,Major,Retained,0,142,0,3704.51,4350.06,8260.24,3256.82
1089,2022-12-30,2025-04-23,20,2890.164,144.5082,494.5,Mid-level,Retained,0,143,0,250.44,674.8,1653.944,310.98
1090,2023-09-24,2025-02-01,14,1195.26,85.37571429,184.74,Mid-level,Retained,0,144,0,0,234.48,795.94,164.84
1091,2025-02-06,2025-04-22,4,578.92,144.73,194.24,General,Reactivated,0,145,0,0,0,0,578.92
1092,2021-11-22,2025-04-30,15,3889.78,259.3186667,590.56,Mid-level,Retained,0,,588.98,777.2,0,1894.78,628.82
1093,2024-04-12,2025-03-15,12,1602.46,133.5383333,277.16,Mid-level,Retained,0,146,0,0,0,1565.32,37.14
1094,2022-03-31,2025-02-05,10,1238.86,123.886,283.8,Mid-level,Retained,0,,0,351.62,298.38,535.7,53.16
1095,2024-07-21,2025-03-27,6,394,65.66666667,162.04,General,Retained,1,147,0,0,0,367.94,26.06
1096,2024-04-15,2025-03-30,8,8478.88,1059.86,2950.12,Major,Retained,0,,0,0,0,7114.58,1364.3
1097,2024-07-23,2024-10-10,3,502.16,167.3866667,350.08,General,Lapsed,0,148,0,0,0,502.16,0
1098,2022-11-15,2025-04-23,14,1782.74,127.3385714,290.48,Mid-level,Retained,0,,0,48.28,425.14,1050.22,259.1
1099,2023-10-11,2025-02-10,16,10209.7,638.10625,1646.84,Major,Retained,1,,0,0,4326.8,5618.04,264.86
1100,2021-10-16,2024-02-24,5,992.64,198.528,280.68,General,Lapsed,0,149,470.66,0,241.3,280.68,0
1101,2021-07-13,2025-03-26,16,16777.26,1048.57875,2257.62,Major,Retained,0,150,747.86,3349.86,3227.92,6309.22,3142.4
1102,2024-08-09,2024-11-29,5,538.34,107.668,323.82,General,Lapsed,0,,0,0,0,538.34,0
1103,2023-04-15,2025-05-08,23,3160.68,137.4208696,499.4,Mid-level,Retained,0,,0,0,460.84,1950.96,748.88
1104,2022-11-27,2025-03-25,19,2785.1,146.5842105,366.5,Mid-level,Retained,0,,0,610.66,727.6,1079.96,366.88
1105,2022-04-19,2025-03-19,9,1767.36,196.3733333,358.34,Mid-level,Retained,0,,0,473.38,0,1153.14,140.84
1107,2023-04-11,2025-04-22,25,3430.7,137.228,361.58,Mid-level,Retained,0,151,0,0,1031.88,2385.86,12.96
1108,2021-10-11,2024-12-17,18,2679.52,148.8622222,329.74,Mid-level,Lapsed,0,152,230.94,537.58,406.92,1504.08,0
1109,2023-11-23,2024-07-26,3,2002.32,667.44,1307.82,Mid-level,Lapsed,0,153,0,0,213.52,1788.8,0
1110,2025-03-15,2025-04-23,2,5919.06,2959.53,3077.3,Major,Reactivated,0,,0,0,0,0,5919.06
1111,2023-08-26,2025-03-17,6,745.1,124.1833333,222.6,General,Retained,0,154,0,0,150.96,273.3,320.84
1113,2024-01-06,2025-01-26,7,23824.24,3403.462857,5806.34,Major,Retained,0,156,0,0,0,20961.3,2862.94
1114,2023-03-07,2025-04-20,10,8603,860.3,1842,Major,Retained,0,,0,0,2096.36,5566.1,940.54
1115,2021-11-22,2025-03-27,8,6996.38,874.5475,1592.66,Major,Retained,0,,2710.76,0,1881.3,1891.4,512.92
1116,2024-02-24,2025-04-21,7,4906.14,700.8771429,1146.06,Mid-level,Retained,0,,0,0,0,4527.24,378.9
1117,2024-07-22,2025-01-24,5,619.12,123.824,290.18,General,Retained,0,,0,0,0,328.94,290.18
1118,2021-04-10,2025-05-27,55,7399.122,134.5294909,413.78,Major,Retained,0,157,2575.16,682.874,997.482,2211.966,931.64
1119,2022-11-16,2025-03-24,33,3945.824,119.5704242,362.14,Mid-level,Retained,0,158,0,128.94,383,3174.524,259.36
1120,2021-08-24,2024-12-16,16,579109.9,36194.36875,85406.36,Principal,Lapsed,0,159,304245.52,114324.38,17676.46,142863.54,0
1121,2023-09-23,2025-04-04,8,932.06,116.5075,218.84,General,Retained,0,,0,0,175.9,537.32,218.84
1122,2022-07-01,2024-12-22,13,2298.2,176.7846154,400.56,Mid-level,Lapsed,0,,0,354.58,351.1,1592.52,0
1123,2022-07-02,2025-05-08,8,1202.66,150.3325,233.32,Mid-level,Retained,0,,0,198.86,506.42,295.34,202.04
1124,2024-11-22,2025-04-24,5,558.74,111.748,153,General,Retained,0,,0,0,0,405.74,153
1125,2024-09-20,2025-03-16,5,4338.78,867.756,1152.82,Mid-level,Retained,0,160,0,0,0,2565.24,1773.54
1127,2021-08-24,2024-12-24,23,3999.74,173.9017391,432.64,Mid-level,Lapsed,0,162,628.64,569.86,691.1,2110.14,0
1128,2021-08-24,2024-12-10,11,1976.96,179.7236364,378.66,Mid-level,Lapsed,0,,277.9,552.96,296.32,849.78,0
1129,2021-08-23,2025-03-04,11,1099.76,99.97818182,157.14,Mid-level,Retained,0,,157.14,147.64,147.92,506.24,140.82
1130,2021-10-18,2025-01-28,17,2006.62,118.0364706,358.52,Mid-level,Retained,1,163,441.34,214.16,393.5,599.1,358.52
1131,2024-06-19,2025-04-21,13,1715.26,131.9430769,324.74,Mid-level,Retained,0,164,0,0,0,1374.12,341.14
1133,2023-08-22,2024-12-23,6,1593.54,265.59,500.3,Mid-level,Lapsed,0,,0,0,58.3,1535.24,0
1134,2024-12-12,2024-12-12,1,130.84,130.84,130.84,General,Lapsed,0,,0,0,0,130.84,0
1135,2021-06-13,2025-04-23,11,2059.8,187.2545455,589.38,Mid-level,Retained,0,166,469.3,74.28,42.62,1286.64,186.96
1136,2024-07-27,2024-12-14,5,840.28,168.056,254.84,General,Lapsed,0,,0,0,0,840.28,0
1137,2023-09-27,2025-01-31,5,713.24,142.648,233.4,General,Retained,1,,0,0,226.3,387.18,99.76
1138,2023-12-01,2025-01-09,19,3112.74,163.8284211,518.88,Mid-level,Retained,0,167,0,0,475.72,2560.04,76.98
1139,2024-08-13,2025-04-21,9,5027.94,558.66,850.16,Major,Retained,0,168,0,0,0,3250.72,1777.22
1140,2022-11-15,2025-05-22,10,1652.98,165.298,448.54,Mid-level,Retained,0,169,0,56.44,0,1031.7,564.84
1141,2024-02-24,2025-04-20,9,1347.34,149.7044444,291.14,Mid-level,Retained,0,,0,0,0,1121.6,225.74
1142,2022-04-19,2025-05-05,40,4712.276,117.8069,271.36,Mid-level,Retained,0,,0,305.5,630.588,3039.208,736.98
1143,2022-11-26,2025-03-10,11,7837.28,712.48,1001.42,Major,Retained,0,170,0,1450.14,655.94,5019.76,711.44
1144,2022-07-10,2024-12-12,13,1051.32,80.87076923,149.82,Mid-level,Lapsed,0,171,0,120.28,308.16,622.88,0
1145,2021-10-01,2025-02-13,19,2734.36,143.9136842,297.98,Mid-level,Retained,0,,174.74,775.68,406.5,1094.14,283.3
1146,2021-04-22,2025-03-18,11,1430.02,130.0018182,343.5,Mid-level,Retained,0,172,34.12,263.9,111.92,914.68,105.4
1148,2022-01-22,2024-07-25,3,427.74,142.58,198.44,General,Lapsed,0,173,0,33.3,0,394.44,0
1149,2023-01-27,2025-03-18,7,895.82,127.9742857,188.42,General,Retained,0,174,0,0,179.54,577.38,138.9
1150,2022-11-16,2025-04-19,5,539.86,107.972,219.78,General,Retained,0,175,0,70.08,145.18,274.28,50.32
1151,2023-05-30,2025-04-21,4,536.54,134.135,191.56,General,Retained,0,176,0,0,41.2,191.56,303.78
1152,2022-01-21,2025-03-19,21,3650.94,173.8542857,425.66,Mid-level,Retained,0,,0,1059.56,304.82,2116.42,170.14
1153,2023-05-30,2025-02-09,7,1118.78,159.8257143,451.04,Mid-level,Retained,0,,0,0,324.4,712.84,81.54
1154,2022-10-01,2024-10-08,10,433568.448,43356.8448,87049.16,Principal,Lapsed,0,177,0,72424.4,33372.108,327771.94,0
1155,2024-11-26,2025-01-26,6,614.82,102.47,161.94,General,Retained,0,178,0,0,0,472.14,142.68
1156,2024-12-17,2025-05-23,2,231.4,115.7,212.84,General,Retained,0,,0,0,0,18.56,212.84
1157,2024-01-30,2024-08-03,4,533.24,133.31,289.94,General,Lapsed,0,,0,0,0,533.24,0
1158,2022-11-28,2024-12-15,11,12959.24,1178.112727,2078.46,Major,Lapsed,0,,0,474.76,0,12484.48,0
1159,2024-07-31,2025-02-04,8,1478.66,184.8325,563.34,Mid-level,Retained,0,,0,0,0,1242.32,236.34
1160,2022-11-15,2024-10-07,8,6474.12,809.265,1356.76,Major,Lapsed,0,,0,555.4,0,5918.72,0
1161,2025-03-12,2025-03-12,1,210.92,210.92,210.92,General,Reactivated,0,,0,0,0,0,210.92
1162,2023-11-03,2024-08-07,3,760.68,253.56,426.86,General,Lapsed,1,179,0,0,426.86,333.82,0
1163,2023-11-08,2024-12-25,10,1541.04,154.104,250.56,Mid-level,Lapsed,0,180,0,0,107.98,1433.06,0
1164,2021-12-26,2024-12-19,9,30978.56,3442.062222,7787.38,Principal,Lapsed,0,,7787.38,2038.74,4901.62,16250.82,0
1165,2024-05-17,2024-07-15,2,221.94,110.97,156.06,General,Lapsed,1,181,0,0,0,221.94,0
1166,2023-11-07,2025-02-09,7,532.22,76.03142857,124.1,General,Retained,0,182,0,0,105.22,177.88,249.12
1167,2024-06-30,2025-05-22,15,2712.48,180.832,577.62,Mid-level,Retained,0,,0,0,0,1872.64,839.84
1168,2024-05-15,2025-03-28,9,276425.34,30713.92667,72304.38,Principal,Retained,0,,0,0,0,182359.5,94065.84
1169,2022-04-19,2025-04-23,26,2283.394,87.82284615,262.88,Mid-level,Retained,0,,0,437.44,235.16,1306.454,304.34
1170,2024-01-25,2025-03-13,7,5354.44,764.92,1386.58,Major,Retained,0,183,0,0,0,3266.72,2087.72
1171,2025-02-21,2025-02-21,1,181.44,181.44,181.44,General,Reactivated,0,,0,0,0,0,181.44
1172,2022-04-19,2025-05-12,12,2409.3,200.775,546.1,Mid-level,Retained,0,184,0,220.38,304.84,1709.44,174.64
1173,2023-08-21,2025-03-12,19,2308.78,121.5147368,435.72,Mid-level,Retained,0,185,0,0,93.18,2131.9,83.7
1174,2023-05-12,2025-03-27,9,1150.98,127.8866667,356.5,Mid-level,Retained,0,186,0,0,231.4,823.02,96.56
1175,2025-03-13,2025-04-18,2,1397.66,698.83,981.22,Mid-level,Reactivated,0,,0,0,0,0,1397.66
1176,2025-03-18,2025-04-22,2,308.92,154.46,176.94,General,Reactivated,0,,0,0,0,0,308.92
1177,2023-04-11,2025-02-03,13,10267.02,789.7707692,1679.88,Major,Retained,0,,0,0,696.84,7890.3,1679.88
1178,2023-01-06,2024-10-03,4,391.6,97.9,153.76,General,Lapsed,0,187,0,0,224.02,167.58,0
1179,2025-03-14,2025-04-21,2,102.4,51.2,74.3,General,Reactivated,0,188,0,0,0,0,102.4
1180,2022-11-16,2025-04-20,11,1660.46,150.9509091,495.4,Mid-level,Retained,0,,0,98.84,418.24,916.96,226.42
1181,2023-01-27,2025-03-26,19,21753.42,1144.916842,2863.62,Major,Retained,0,,0,0,5587.18,15604.88,561.36
1183,2024-10-10,2025-05-22,21,2010.304,95.7287619,286.6,Mid-level,Retained,0,,0,0,0,1455.124,555.18
1184,2024-07-26,2025-05-17,5,981.76,196.352,448.64,General,Retained,0,189,0,0,0,367.04,614.72
1185,2024-08-07,2025-03-26,4,264.36,66.09,83.54,General,Retained,0,190,0,0,0,147.2,117.16
1186,2023-08-15,2024-07-15,2,334.4,167.2,293.56,General,Lapsed,0,,0,0,40.84,293.56,0
1187,2024-01-30,2024-12-22,9,2065.4,229.4888889,501.44,Mid-level,Lapsed,0,191,0,0,0,2065.4,0
1188,2024-09-29,2025-04-22,6,672.54,112.09,190.1,General,Retained,0,192,0,0,0,508.08,164.46
1190,2022-07-05,2025-03-14,10,32032.22,3203.222,5910.7,Principal,Retained,0,,0,7298.1,3603.96,17203.84,3926.32
1191,2022-04-19,2025-04-01,14,3128.34,223.4528571,491.42,Mid-level,Retained,0,,0,440.96,120.38,1290.68,1276.32
1193,2021-05-23,2025-03-13,31,23806.868,767.9634839,2480.3,Major,Retained,1,194,5465.68,5600.568,4791.82,7669.3,279.5
1194,2022-01-23,2025-04-22,22,3034.3,137.9227273,592.92,Mid-level,Retained,0,,0,489.84,150.44,2199.22,194.8
1195,2022-12-28,2025-04-22,15,1550.48,103.3653333,399.88,Mid-level,Retained,0,,0,45.36,54.56,1369.62,80.94
1196,2021-04-25,2025-04-20,49,8423.052,171.8990204,586.58,Major,Retained,0,195,1463.058,2139.5,1121.9,3482.394,216.2
1197,2024-07-29,2025-02-06,5,1317.46,263.492,421.14,Mid-level,Retained,0,196,0,0,0,1145.38,172.08
1198,2024-01-18,2025-04-23,18,3026.214,168.123,329.66,Mid-level,Retained,1,197,0,0,0,3005.274,20.94
1200,2022-08-27,2025-04-22,13,1374.44,105.7261538,319.92,Mid-level,Retained,0,,0,22.92,866.44,399.7,85.38
1201,2021-08-24,2025-05-17,16,3375.92,210.995,458.94,Mid-level,Retained,0,,256.4,142.3,206.02,2594.54,176.66
1202,2023-04-23,2025-05-14,9,9118.92,1013.213333,2225.82,Major,Retained,0,,0,0,1079.94,3873.26,4165.72
1203,2021-07-03,2025-03-16,11,7183.36,653.0327273,987.7,Major,Retained,1,,691.94,0,776.78,4486,1228.64
1204,2024-01-20,2025-03-28,10,7661.34,766.134,1860.6,Major,Retained,0,,0,0,0,6729.6,931.74
1205,2023-01-09,2024-12-17,11,1229.26,111.7509091,271.02,Mid-level,Lapsed,0,198,0,0,404.42,824.84,0
1206,2024-05-06,2025-03-27,18,2416.886,134.2714444,572.98,Mid-level,Retained,0,199,0,0,0,2164.306,252.58
1207,2023-12-01,2024-11-26,6,1154.74,192.4566667,271.78,Mid-level,Lapsed,0,,0,0,238.54,916.2,0
1208,2022-03-21,2025-03-25,41,4305.09,105.0021951,327.74,Mid-level,Retained,0,,0,815.46,472.95,2638.4,378.28
1209,2022-04-10,2025-04-20,5,295408.98,59081.796,108844.74,Principal,Retained,1,,0,108844.74,55875.84,116961.82,13726.58
1210,2025-02-06,2025-04-20,2,343.18,171.59,199.5,General,Reactivated,0,200,0,0,0,0,343.18
1211,2024-02-24,2025-03-14,15,2169.86,144.6573333,300.14,Mid-level,Retained,0,201,0,0,0,1547.44,622.42
1212,2023-05-29,2025-03-26,31,3031.48,97.78967742,215.52,Mid-level,Retained,0,,0,0,901.14,1704.34,426
1213,2024-01-17,2025-03-07,6,1059.48,176.58,496.4,Mid-level,Retained,0,,0,0,0,889.98,169.5
1214,2024-08-11,2025-05-07,7,937.98,133.9971429,289.94,General,Retained,1,,0,0,0,587.98,350
1215,2024-07-01,2025-03-15,4,844.46,211.115,370.6,General,Retained,0,,0,0,0,677.6,166.86
1217,2022-10-03,2025-03-17,12,1448.14,120.6783333,287.4,Mid-level,Retained,0,202,0,499.58,175.28,548.58,224.7
1218,2023-11-28,2024-11-28,4,314.62,78.655,174.92,General,Lapsed,1,,0,0,174.92,139.7,0
1219,2021-11-22,2025-05-19,7,24536.26,3505.18,8014.8,Major,Retained,0,,5910.48,0,0,10610.98,8014.8
1220,2024-08-13,2025-03-21,12,1938.64,161.5533333,467.84,Mid-level,Retained,0,203,0,0,0,1392.66,545.98
1221,2023-11-28,2025-03-27,11,1786.38,162.3981818,367.08,Mid-level,Retained,0,204,0,0,83.06,1677.14,26.18
1223,2021-05-24,2025-02-12,25,72394.86,2895.7944,7691.46,Principal,Retained,0,,14224.04,5903.9,11165.48,39180.5,1920.94
